,Unnamed: 0,reviewId,Bank ,userName,userImage,review,score,createdat,Positive,Negative,Neutral,Compound,Sentiment
17,17,gp:AOqpTOEVmoih6Ctq92O0188Eux3bDEwaap-yWRXA9TYAMpx7JzohfyBHg9seIFYjhOE7OjF0GnvcfVyFvpNyhg,Barclays,Martyn Ransom,https://play-lh.googleusercontent.com/a/AATXAJwY9ppxnt3HeHC6AnqPPVilQzqynQM5qYijzbKs=mo,useful app everything need,5,13/02/2022 12:03,0.492,0,0.508,0.4404,Positive
18,18,gp:AOqpTOGYOoGTJD5-Bln8eKNB1Bu89YH87iKBM462dsxqcnzXzLXP_qHvLginNn9olFjKKkWUVtzTUneNTDgUrw,Barclays,Dave Angel,https://play-lh.googleusercontent.com/a/AATXAJzOTXxSDYbdcqCzjD_nWEfg2Du3Ea2IeTC3MCcq=mo,app work well thing need need call barclays bank staff always polite friendly,4,13/02/2022 12:03,0.325,0,0.675,0.6486,Positive
19,19,gp:AOqpTOFI69168no_yRy4dbN7Dpiy4svVybQS58RBOYYPIf_Sru5hrZ_1cjghAHseBZ3p54araF7KDEaflOyWiw,Barclays,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,find easy use,5,13/02/2022 12:01,0.592,0,0.408,0.4404,Positive
20,20,gp:AOqpTOEFQAStSXkkdBn1caN3XPOguaAY1DM1OiJDvbHfxkYTiMmk7ttdRzobNCgEPgjRKVHuNESbNYNIeL9X_A,Barclays,Colin Thirsk,https://play-lh.googleusercontent.com/a-/AOh14GgCXccyJglMeJ3xyMkNvv91ouuwe6wlsIXPG1-FNIs,excellent control monitor banking app,5,13/02/2022 11:57,0.481,0,0.519,0.5719,Positive
21,21,gp:AOqpTOEXUVP-_b-eJ7fp2AL-85ymfLNmBSjR2jhIGn8EmrXGWS3UquU0wmPYn7R8ZvEJmP4Fuwk8pIxtE7duBQ,Barclays,Sajid Ahmed,https://play-lh.googleusercontent.com/a-/AOh14GjNgyfkCgTSLKa9eZZu97kIiimcAadRZ_Te4D-F5Z4,please support google pay,1,13/02/2022 11:54,0.676,0.189,0.135,0.5574,Positive
22,22,gp:AOqpTOHOsqCPvLxZKOiTPt7YDP94NeMuDGZb_U6LeoTa06VIWe6MeiK03dfFechf_VOXHC5zjwN26oSP_W1Xcg,Barclays,Chewie,https://play-lh.googleusercontent.com/a-/AOh14Ght8zzMPt5j9uN7AZKVwvsFeJRMoZusfDQwigQ-vg,best banking app genuinely dont think ive ever problem everything quick easy accessible secure edit said seems cant put space reference box anymore im making payment small thing,5,13/02/2022 11:53,0.262,0.075,0.663,0.7783,Positive
23,23,gp:AOqpTOEBEbebmwEOTu2mQ7KnUGpz0tCsQ-JXA9WOCIjIaL1tuZ7chWkv9Vdkx0b4Hv0OGrGwhFeiJj7IO7bz9g,Barclays,Andrew Baldwin,https://play-lh.googleusercontent.com/a-/AOh14Ggum6cMVy8RPgs1so8pG9QsR0E5bJVcykZy53Va0A,date wrong noone anything,2,13/02/2022 11:21,0,0.508,0.492,-0.4767,Negative
24,24,gp:AOqpTOGi7L3FyE5mO-heRIgfWfBTZoHHgqQa6MeUgHMX3xFFDdStWdCZ7b0wNqzVzJrYYRPq_c10S9ZVakPo5w,Barclays,Bill Twist,https://play-lh.googleusercontent.com/a/AATXAJzXA1jq8yw3fxEJRarwqcfulU98Sh3hiwqYVR7d=mo,straightforward use still substitute branch,4,13/02/2022 11:14,0,0,1,0,Neutral
25,25,gp:AOqpTOGNtCifLqsoWUyJpxiLebnmoldkl3tPfqY5bWKdNWtYGg2G_CG0ecPkskm_sGhXVc9XjYYRgSmEVUghOA,Barclays,Ayomide IDOWU,https://play-lh.googleusercontent.com/a-/AOh14GibfEkIuWxCkdJL3YOMEPiNvETrbhBZw41EoKsQ,excellent app,5,13/02/2022 11:09,0.787,0,0.213,0.5719,Positive
26,26,gp:AOqpTOHlwngvA8bGwNL_fjnC4T4jhL_tLLyQMi0inPuUHSVVsJ1aT1RGD1kdFPSIWCctQbRS1UP56gPTXvX9wQ,Barclays,Craig Runnalls,https://play-lh.googleusercontent.com/a/AATXAJw6C8h4Kfi2wI_4PT6DnAcHz-o5RB91ySnCj8UN=mo,great app bought new phone say work android 5 upwards dont work nokia c01 android 11 even phone system update help nokia barclays watch dont waste money like still using phone argo didnt want refund wouldnt matter rich person aint 80 drain app even transferred sim sys compatible device whatever try fantastic might change bank think,3,13/02/2022 10:55,0.19,0.109,0.701,0.8127,Positive
27,27,gp:AOqpTOEtT5tBwcG61_mIDCnH-1yFsD68LfAuDoHg9ZyYSrcwBDhtbvVooXaKRBj3zSGc0D1VpbNWuIHQXr3ZFQ,Barclays,meryl brimfield,https://play-lh.googleusercontent.com/a-/AOh14Giz4EYF9HvWRBPw0YD_rgyKR8aVXh0K9F8xvs7UFQ,excellent app making banking easier,5,13/02/2022 10:23,0.684,0,0.316,0.7579,Positive
28,28,gp:AOqpTOGYxGgcFl5ov_CQ_iGvpEXcAkboAiB15rnaXNGxuhMhvGjxCN0tQig33j_UYY4n5O2X0Dps87KHnJyjUQ,Barclays,Gary Thomas,https://play-lh.googleusercontent.com/a/AATXAJwMIHW4spR8Orf4lFvZoncKl5oPNkVNZbE7Ytc5=mo,easy convenient way manage account,5,13/02/2022 10:11,0.42,0,0.58,0.4404,Positive
29,29,gp:AOqpTOGTXuAuzGqQsQYreBiyhfebG8_H5gPzaPgYEbKoTd9fsr51x7_lV4-sVvL3Kfzknl1tfnkZCL6Tpp8LzA,Barclays,M Amin,https://play-lh.googleusercontent.com/a/AATXAJxZkKhdAHYA7QozhC-8nElMkiDk0jjmJDzKwjNY=mo,good app,5,13/02/2022 10:07,0.744,0,0.256,0.4404,Positive
30,30,gp:AOqpTOEwdTlcr4BQvdrSirvPBS0GSAqnM6DYVhPoPTq6gbOLdr-csLnZ7i0ZT2GcsOGM0yf8MrGTkhakcmqpDw,Barclays,borrowerdw,https://play-lh.googleusercontent.com/a/AATXAJz6Y8yk9Rk8XZIcdZ5_t4wzk8AWRs4r7tNBkrL-=mo,easy understanduse paytransfer monies one account another brilliant,5,13/02/2022 09:54,0.528,0,0.472,0.7717,Positive
31,31,gp:AOqpTOHfz3Dd2PkPnR0GA9r0JrLR3Dl9tB550G0wB17E5S-zCozYrfcqfUk3DX72OZZgCphHW5OtS3WrSJ6Jgw,Barclays,Yulia Emelyanova,https://play-lh.googleusercontent.com/a/AATXAJwmprmEQCH88njd8yypdvZTFcuMagayIfMm32g=mo,actually think great little app dont many task pay money people friend family happy say tin edit february 2022 app becomes absolutely amazing compared new update released another biggest bank uk well done barclays,5,13/02/2022 08:47,0.398,0,0.602,0.9551,Positive
32,32,gp:AOqpTOFuwMUlk_R_Es0yFjarILEA4znmR-Dj7eoXKRmc8U5IUPl5VaXZ0ytX-SIofOUQfZHcAuT36nsIgjaZMA,Barclays,Arfon Jones,https://play-lh.googleusercontent.com/a/AATXAJzl-XL9-R0VFoNuoH6UB9qNK_Ok-kTdTwNf5i9U=mo,wedi gwella haw gwneud taliadauu,5,13/02/2022 08:36,0,0,1,0,Neutral
33,33,gp:AOqpTOGj9e06EJugXudkt8U5LqxIL6FMPzyrxNxfE50dCdOak5inJRYid1RFthhw7zUFxc1K4GU9yWs6bh1p6A,Barclays,Chris C,https://play-lh.googleusercontent.com/a-/AOh14GhIiLBHh3NnWhRj7U3jMJKgrL1WTsQtCBUQy6qiyQ,barclays app easy use straightforward easy banking,5,13/02/2022 08:14,0.537,0,0.463,0.7003,Positive
34,34,gp:AOqpTOGYQY8R97Bqy7BvVhuUocvr5LcFCPR9G8_uZf_gUznpkfcIsP8jlrvRVdr51ejS8pSoXFaRE5RbSs8sIQ,Barclays,Marina Varghese,https://play-lh.googleusercontent.com/a/AATXAJzDprAI3rqvi2EgJxHXKtWLxQvDJmkjziD1Izt4=mo,since yesterday app longer recognises detail asking go barclays id address new customer going barclaycard app also showing problem reason,1,13/02/2022 07:34,0,0.124,0.876,-0.4019,Negative
35,35,gp:AOqpTOHF2bCb_GZe8OoomxGBAfrg5uSR_AKWJ3BS5MCxZzcpcj66QkqLIwS7xVBGBLQO2E5qWZ0tFHgZkYElPQ,Barclays,Dianemaree Roberts,https://play-lh.googleusercontent.com/a/AATXAJzMiYaAYDcAMGCKxnKsNetF1a4zh6xTrE20l9g=mo,great easy use,5,13/02/2022 06:52,0.875,0,0.125,0.7906,Positive
36,36,gp:AOqpTOEBv5MF9s_AGWPzHjN9rkD_0a3q1JUCnheA4KaSnWD5t_kNhdl-WNfzwbHh0vJLQvf5mJEQM0CVTiKlDA,Barclays,CAROLINE NODWELL,https://play-lh.googleusercontent.com/a/AATXAJw8boof2VgxHhGT9mZPFgXZdwV8H4PRJJzvnQwJ=mo,quick easy use show everything simplified way logging card reader year difference using app much better far,5,13/02/2022 06:25,0.279,0,0.721,0.7003,Positive
37,37,gp:AOqpTOGuW2Qg9v3U8wvaTn9L-ylZCk4DKWVrLeG4ygzo8kqAWVEsAONwa25ZhUeqsCqGF30Xihui5rQ_KMjvWw,Barclays,Beth,https://play-lh.googleusercontent.com/a/AATXAJxa8WHPPgvxjB7sSSLymBmsWuwK8DrmI9RyGXg=mo,easy navigate,5,13/02/2022 04:05,0.744,0,0.256,0.4404,Positive
38,38,gp:AOqpTOFqJf8j3ifVOzCKx0Uwt0V0Yw4XjsPNUGZ6pAxs3m3nxhBkVHyIbDqxlOhxQ7YGkUxw-wSQbFZusOMb4w,Barclays,arens gabriel,https://play-lh.googleusercontent.com/a-/AOh14Ght3fSZ_KYpk5j-ij5FJtfyHhppOrLXtRFiuqLD,good app,5,12/02/2022 23:46,0.744,0,0.256,0.4404,Positive
39,39,gp:AOqpTOGzUZ5CJYlSZDCFqrUNb5AX1TaTMKARbS8TNJnI9HUnoA2tL-E9hoo4bAU9mcdvRCk0HSEZNNWeDW6Ytg,Barclays,scott,https://play-lh.googleusercontent.com/a-/AOh14GhsChpuKIjMe9o847-iPbUvXwdDhP-67Gaorw6MZfk,deleted setting card saved payee account transfer top new cash card automatically sent replace expired card 18 month ago way ordering new card via app unless talk computer 20 min barclays whole poor,1,12/02/2022 22:21,0.122,0.082,0.796,0.128,Positive
40,40,gp:AOqpTOF-mZELgxzzO2oirtBB3SeM5vty_2O64XfcNIQaZF4zOmzli29iEoZ-VlucUllCpBvpOoi96nhK5nDmQg,Barclays,Anthony Smyth,https://play-lh.googleusercontent.com/a/AATXAJwuSfFqi3CA1gV-qXuUlMhPsrzk5HZcjCKjpfgi=mo,excellent service,5,12/02/2022 21:23,0.787,0,0.213,0.5719,Positive
41,41,gp:AOqpTOG96t7LxvVEHbx98wbQKsiWwWk-9ufhotnqNp78fBMN9UghuzGRBV3iKd7zOTCTAys-P3Ppc9_UutqeBQ,Barclays,J Elliott,https://play-lh.googleusercontent.com/a/AATXAJz6k9Cz52Pld39QYFzGOWGMv8aEUwN0K1GtTumk=mo,like app use checking balance,5,12/02/2022 20:25,0.385,0,0.615,0.3612,Positive
42,42,gp:AOqpTOETOMQWsRXYVEerSHGQTS3BLFgn949q1oRjqUxGr94sBAsjz05AMT-GJlvfwLufzppu_9qfX5OPbLos9A,Barclays,Tobias Takawira,https://play-lh.googleusercontent.com/a-/AOh14Git_Gvh2g08JHN86as_QIBlL4z2AhvKzbs_FbgLfQ,excellent,5,12/02/2022 20:00,1,0,0,0.5719,Positive
43,43,gp:AOqpTOEZ668ne15O8HNzSB9ISfhGDYjHT8mWVMVbz-RsFEIs436nXIkZYH87g0RboEIb_n1-6GPZ37Gp2WeCpg,Barclays,clement sitali Snr.,https://play-lh.googleusercontent.com/a-/AOh14GgfDcYNHyBWfsoK3OPgpCD9Z36TOmbyxxxQTrI0Tg,always reliable efficient,5,12/02/2022 18:44,0.583,0,0.417,0.4215,Positive
44,44,gp:AOqpTOFypflxg1LRBtCrdJUemQMjTV9XHgHFIrFi7eEpTwS354t42W-Mw98tyS8w5PNScVbaD2NqH-j8fmB6Gg,Barclays,Stewart Rudd,https://play-lh.googleusercontent.com/a/AATXAJyjU7n_1Gah9AnWy5OnoRf36KMSEUNNvDwO-I-Z=mo,app go open screen cant log pixel 6pro,1,12/02/2022 18:32,0,0,1,0,Neutral
45,45,gp:AOqpTOE7g4pcOu3WyR8euEpvGTXWA9-RVq2m7dVSTZKQewSqlgBeNysee6sUUMe-vKG6xu91Xx10usS5lUm59Q,Barclays,Pauline Rushton,https://play-lh.googleusercontent.com/a/AATXAJx8eK3nrFThGT01uQM71ciNUEii9mL1TevLh4UW=mo,enables attend payment home instead going bank especially covid im high risk,5,12/02/2022 18:31,0,0.16,0.84,-0.2732,Negative
46,46,gp:AOqpTOEu1fd-wgfojJRx78Zrz_mlofmkcY8GGB0LCkI5jddrPWWF_ABHjI6ZUdbPM6Nv0w3dnWoZGaCT9uY4kg,Barclays,Mihai Nistor,https://play-lh.googleusercontent.com/a/AATXAJyDhJVvQjri78KmgZCgARXQVXFFijHmawiE_WSj=mo,excellent,5,12/02/2022 17:50,1,0,0,0.5719,Positive
47,47,gp:AOqpTOHIWhBhdj5BW3lUXnAtqPVPmeHgp0S_xDBndmL5-Y5LaJIYdc-mcJq9xW4--EZL-1Hq28lxXdNRYo3APg,Barclays,Dave Scholes,https://play-lh.googleusercontent.com/a-/AOh14Gg_xyzwn8z_JT4GYr0DvW08BDoNjw5JnZ3WRurbRg,work doesnt never problem,5,12/02/2022 17:31,0,0.392,0.608,-0.2337,Negative
48,48,gp:AOqpTOE5MZmzXDT5q13_kHGDJnMH52qudX0S-z1SuMpBD88IwPu4k4kwwjfq8einVHF2aAjaH5iktrrUfo8u8Q,Barclays,Reymarte Gallo,https://play-lh.googleusercontent.com/a-/AOh14Gi34-HxjXpev3KbjBGuKiStwK6udpPta3pdksFk,excellent,5,12/02/2022 17:21,1,0,0,0.5719,Positive
49,49,gp:AOqpTOGiy964nf0SWgOFiRnizeJWAWLNCgtZ3PpAgttBtZYTsI_nyGRV6e3vCe6qkYsvRu5Qrsr25WLUjbNeQQ,Barclays,Kerry Whitby,https://play-lh.googleusercontent.com/a/AATXAJwn8H4wboxWaQk4AzFC-ISvtzewPzFqgG3OdxQc=mo,excellent app easy use fast transfer,5,12/02/2022 17:09,0.623,0,0.377,0.765,Positive
50,50,gp:AOqpTOGk7uy8_cWiNiEG-Yxfgmiz1Yfj6QF22zKBA21CSPubL6XVqNbytmQKBH32iDgFw2FJCk92BOpUaT4-WQ,Barclays,deborah griffiths,https://play-lh.googleusercontent.com/a/AATXAJxbtLVdvKnm7CDeJmpm_ThwzCzwwY_7flWUjXQI=mo,easy app use would recommend,5,12/02/2022 17:01,0.643,0,0.357,0.6597,Positive
51,51,gp:AOqpTOHs4qo_2cS1mEsvV_YEaKx7xYm4vAWJuT6NDX0nMz_5fxdWvNfFQ69qkui6HjhArAWCaQugvve7zUptUw,Barclays,Kallum Sukhnandan,https://play-lh.googleusercontent.com/a/AATXAJw95Tj87nJecNMGoZHDMG5jCOTLuG9N0gUnkwZ9=mo,pretty well laid app feature easily accessible,4,12/02/2022 16:57,0.658,0,0.342,0.7717,Positive
52,52,gp:AOqpTOHapgI1TQ_6rHoO2VswO9KLEdu0sojRq4Tgcy4G2Dh1fH0GLEmZRYRLWolS1ngQ4isl4NP-3UvFnds3ig,Barclays,Brian Evans,https://play-lh.googleusercontent.com/a/AATXAJx5lvTlTHZ1mFOtXqG1lCVmFtujtXfDNqJxvuIy=mo,good,5,12/02/2022 16:43,1,0,0,0.4404,Positive
53,53,gp:AOqpTOG4j6IE6dO8heVVdyTzQVGa3Q__mpzrIaan2oVfEuNyisElfmg_5MjGC9tBIjT6SxvKyvo3gPWqTe21Jg,Barclays,Elroy Thomas,https://play-lh.googleusercontent.com/a/AATXAJyMr-3gxZ38CBXfLAckVSxj1xlqYX8rSDIXNg9o=mo,fantastic,5,12/02/2022 16:42,1,0,0,0.5574,Positive
54,54,gp:AOqpTOHZ06NAOb62D-psCcajZcbTe1u84p26zXtc67_siuSla_p37aXQNCRsuxmAFCy3Ly2JiZ3V71928jzF_w,Barclays,Andrew Pearce,https://play-lh.googleusercontent.com/a/AATXAJy71b9PwFh8Lxox4Niusc_rUI67Co3MKYiYkY4=mo,straight forward good sometimes battle instruction,4,12/02/2022 15:45,0.462,0.25,0.288,0.296,Positive
55,55,gp:AOqpTOHiUO4fvc7SJM9WDXSP9mvUQDD7FEKtlE6tdK7igAM5Q1CK1u6sc2vJWAgG5_AR8R-Ot0wEJrIUUEUr3Q,Barclays,Sam Jacobs,https://play-lh.googleusercontent.com/a-/AOh14GjbRoVrYKas1aS-iW6WMAY7vucP1dzN3Wxx6Y-9GQ,fast immediate transaction,5,12/02/2022 15:36,0,0,1,0,Neutral
56,56,gp:AOqpTOHFlT9a5cacUiS3PSuJHQ6x2DAtyBnVCutn3x2xemCd-nwchC2kO-aZ8mKt67vQkVSR_ibBzyYS5HWIbg,Barclays,Asta Stoskute,https://play-lh.googleusercontent.com/a/AATXAJwkq80QiLBnv7jpNzj4icpo0xaD7hsksLB7NUfADQ=mo,chat best get new year best work,4,12/02/2022 15:31,0.627,0,0.373,0.8555,Positive
57,57,gp:AOqpTOEZIsJOMTfN59MVpaBzFp_QFgugAILVbaTH8YprhV3iU8Y0MGfvUlp_l_tcat8b5mZv3_HpaP2Ien4X2Q,Barclays,anthony Jones,https://play-lh.googleusercontent.com/a/AATXAJwUHTH_B8kSPERiwajGUp6qEPritqv9pf3Psqvz=mo,bank transfer etc good however paying cheque app hit miss,4,12/02/2022 15:26,0.232,0.128,0.64,0.3182,Positive
58,58,gp:AOqpTOF4tpv-_YmLwSnZabs7nfVxr6OYoqU87-thEnfRqnGjPfr8lh6sfwwgL4QbdiabzwWVvz4WexgdYPmOCg,Barclays,Heather Branter,https://play-lh.googleusercontent.com/a-/AOh14GhFrDiJvR4hQNaX2KI8LV1sh6jIaDVsj8k6pE7BGw,app 2 year problem easy transfer money account everything need know,5,12/02/2022 14:50,0.213,0.199,0.588,0.0516,Positive
59,59,gp:AOqpTOFpryh0FxL1_BjZhEr0Sb1iTS3yKfrUFj8tERIGOb34nQmAJiG6UUuUgojb_qxdFfCvCQTbvYMb1kO_yg,Barclays,Phil Durbin,https://play-lh.googleusercontent.com/a-/AOh14Gg5XQj76pPC9erGBOj9U-Fyv4ZplXnauI9IqVWl_A,secure intuitive use load function,5,12/02/2022 14:25,0.375,0,0.625,0.34,Positive
60,60,gp:AOqpTOEm2xreGygBs_5mhVUrRXLCPimHLsjXS7vMDYWmd10BtAMRGl4kBXvXOggtOTjH6GM6PX4NyxBFGuzzKg,Barclays,Aid Be,https://play-lh.googleusercontent.com/a/AATXAJylDpiIWRScxjvqzoxF2dSTFizZ-PYO2mwCCOho=mo,contactless work sometimes,1,12/02/2022 14:14,0,0,1,0,Neutral
61,61,gp:AOqpTOFIseqB4d2vbGrtWcqajUarBnZZ0SroLdn8SLMgW7SXxYSqy-IoWQ0r5r60f8XXgfDre4qtP2T1BjOtnQ,Barclays,Mike Jarvis,https://play-lh.googleusercontent.com/a-/AOh14GgP4LEQVz6-9n20Xn39Wc_132NfW2ZBXrvtJkY-lw,simple useful,5,12/02/2022 14:04,0.744,0,0.256,0.4404,Positive
62,62,gp:AOqpTOFtCpuXELQRLLgrUOFJLIkXyhJuqSZ31f0NJf_wyXEfwbwhH-CH2AMMp6AeYAafI7EHw2caZokl-EkCrQ,Barclays,Maria,https://play-lh.googleusercontent.com/a/AATXAJzFfZfM8zTWdfD_z8tBiwImWPHoM8Brs6U2MqaR=mo,easy quick secure,4,12/02/2022 14:02,0.841,0,0.159,0.6486,Positive
63,63,gp:AOqpTOGCxfvDDgMDCFmEbb4QfVeWxTDYhs2QJdKsFD7mUH9iHMld-CqB0L5336FNvJDv3Emm9jiUSeQCvbbdkw,Barclays,Jacqueline Haggarty,https://play-lh.googleusercontent.com/a/AATXAJyNQ4It1B8Rmo4JDyNOA8ELqiVbsTifCxqRssZX=mo,love bank app keep well informed,5,12/02/2022 13:55,0.612,0,0.388,0.743,Positive
